black-soil-9.jpg,58,50,68
black-soil-10.jpg,60,55,70
black-soil-8.jpg,53,48,66
black-soil-11.jpg,57,52,72
black-soil-7.jpg,56,51,67
black-soil-6.jpg,59,54,70
black-soil-5.jpg,57,53,65
black-soil-2.jpg,60,55,72
black-soil-4.jpg,58,54,69
black-soil-1.jpg,61,56,71
black-soil-3.jpg,59,55,67
black-soil.jpg,62,58,73
micaceous-soil-1.jpg,72,62,45
micaceous-soil.jpg,70,60,43
clay-soil.jpg,70,54,120
clay-soil-10.jpg,74,57,125
clay-soil-7.jpg,68,52,115
clay-soil-8.jpg,75,58,130
clay-soil-6.jpg,72,54,120
clay-soil-5.jpg,75,58,135
clay-soil-4.jpg,70,53,122
laterite-soil-1.jpg,102,81,54
laterite-soil-2.jpg,97,76,50
laterite-soil-3.jpg,100,80,53
laterite-soil-4.jpg,105,85,56
laterite-soil-5.jpg,98,78,51
alluvial-soil-4.jpg,86,48,45 
alluvial-soil.jpg,90,50,47
alluvial-soil-3.jpg,82,45,43
alluvial-soil-2.jpg,84,47,44
alluvial-soil-1.jpg,88,49,46
alluvial-soil-5.jpg,86,48,45
red-soil-1.jpg,41,18,16
red-soil-2.jpg,44,19,15
red-soil-3.jpg,42,17,14
red-soil-4.jpg,45,20,17
red-soil-5.jpg,43,18,16
red-soil.jpg,45,20,17
sandy-soil-1.jpg,19,8,12
sandy-soil-2.jpg,17,7,11
sandy-soil-3.jpg,20,9,13
sandy-soil-4.jpg,21,10,14
brown-alluvial-soil.jpg,18,7,11








